id,text,,,,
1367776680375427072,@janainalimasp @VemPraRua_br VAI COMPRAR VACINA! @jairbolsonaro VAI COMPRAR VACINA! VAI COMPRAR VACINA! VAI COMPRAR VACINA! VAI COMPRAR VACINA! @jairbolsonaro VAI COMPRAR VACINA! VAI COMPRAR VACINA! @jairbolsonaro VAI COMPRAR VACINA! VAI COMPRAR VACINA! VAI COMPRAR VACINA! @jairbolsonaro VAI COMPRAR VACINA!,,,,
1367776673513545730,Com Tramp: EUA vive dias de caos em relação as mortes por Covid-19! \n\nCom Biden: \n\nEntendedores vão entender! \n\n#FechadosComBolsonaroAte2026,,,,
1367776657399033859,"@Silvio_CFilho Cara, a vida continua. Assim como o presidente, nós lamentamos todas as mortes, seja por covid-19, seja de fome, seja de acidente de trânsito. Há o momento do luto, mas pra quem ficar a vida tem que seguir!",,,,
1367776656367226881,"A animação pro SEXTOU tá lá embaixo, cadê essas vacinas?",,,,
1367776654135803904,"@monark Bora bater uma aposta? Vai dar de transporte público hoje, duas vezes por dia em horário de pico e vamo ver em quantos dias vc pega covid? Falar merda desse jeito é fácil no conforto da sua casinha de boy, pedindo ifood e maconha delivery _xD83D__xDD95__xD83C__xDFFB_",,,,
1367776652520984577,"Bom dia ismael esse video do ônibus reflete o perigo que corremos todos os dias, e vemos que não tem nenhuma fiscalização,\nAglomeração,distanciamento social não existe para mim o foco de covid esta no ônibus e no metrô tbm #VCnoJM",,,,
1367776650654531590,Governadores dizem que estados estão no limite e pedem a Bolsonaro agilidade na compra de vacinas: https://t.co/mqf12Qp1eS via @sputnik_brasil,,,,
1367776637576691715,"@thiagos25 O SUS é referência mundial em vacinação, mas pra isso ocorrer tem que ter vacina. E ninguém no governo parece estar preocupado com isso",,,,
1367776635282460676,"@Jacque27moura @AntonioSous Se não fosse o empenho do Doria com sua vacina nossa tragédia seria outra muito maior! \nE pare de passar vergonha com sua ""pesquisa""  fajuta e sem fontes. #ImpeachmentBolsonaroUrgente",,,,
1367776624255598595,@jairbolsonaro A melhor vacina para o Brasil é um impeachment. https://t.co/GKWWZDjl2m,,,,
1367776622250754055,@Metropoles Presidente do Mimimi. Cadê a correção do Imposto de renda. Cadê o combustível barato. Cadê as vacinas?,,,,
1367776616986906630,"@BolsonaroSP #VacinaJá _xD83C__xDDE7__xD83C__xDDF7__xD83C__xDDE7__xD83C__xDDF7__xD83C__xDDE7__xD83C__xDDF7_ vá trabalhar pelo Brasil,  precisamos de VACINAS,  VA'CI-NAS Dep.",,,,
1367776615678308356,"@Pitota10 Vai saber? Coisas como essa é que são estudadas na preparação de uma vacina, não no caso do convid a pressa para lucrar foi maior_xD83E__xDD26__xD83C__xDFFC_‍♀️",,,,
1367776592425070592,O desabafo de Mônica Waldvogel sobre a vacina neoliberal que transformou a nossa economia em jacaré - https://t.co/gYGE3agPFo @a_postagem,,,,
1367776589677793283,"@jairbolsonaro @ItamaratyGovBr @ernestofaraujo COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776585772830725,Não tem vacinas porque negou 70 milhões de doses da Pfizer em julho de 2020.,,,,
1367776577161953284,"@bidaamerica2019 @lettsilv @APS20211 @JoaquinTeixeira Vacina é imunizante não tratamento precoce. Qual o problema em em usar todas as cartas da manga? Se existe a possibilidade, use a.",,,,
1367776572871172099,"E a história se repeti, s. Em pleno século XXI _xD83C__xDDE7__xD83C__xDDF7_ #covid_19 #pandemia https://t.co/vnMehXGsO3",,,,
1367776554265239559,"@priavila07 Se depender desse pessoal, só  pode tomar a vacina chinesa. Só  essa que salva. As outras não. _xD83E__xDD2C_",,,,
1367776552084180992,@machine_maah (estranho pq diversos conhecidos meus que pegaram covid os cara receitaram cloroquina_xD83E__xDD28__xD83E__xDD28_),,,,
1367776549940981767,"@LoZ11156457 @BemPensativo @monark Vai lá tirar foto então. E tem que ser do hospital, nome incluso, todo pois a ala de pacientes de COVID-19 é, por norma, isolada do resto do hospital. E nem todo hospital tem estrutura para receber doentes ou tem restrição quanto à sua especialidade.",,,,
1367776533222457346,"Não consigo mensurar em palavras a felicidade que eu tô sentindo por saber que sábado meu vôzinho vai tomar vacina. E, muito em breve, minha vó também. Amo",,,,
1367776531158888448,Meu avô foi oficialmente vacinado contra a covid-19 _xD83E__xDD70_❤️,,,,
1367776521360990209,"@jairbolsonaro COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776518953394179,"@ChrisMoreira7 @patrycyamg @claudioedantas Pois é... Ivermectina não cura COVID, assim como dipirona e demais remédios p/gripe não  cura gripe . Boa parte das doenças não tem um remédio como ""bala de prata"", mas, sim, medicamentos que auxiliam o paciente durante o processo de cura evitando o óbito.",,,,
1367776503614877696,@claudioedantas Quem falou em CURA? (Diminui a carga viral se tomado precocemente)\n\nVai na Cura a covid? Deixa de ser trouxa rapaz,,,,
1367776502910251016,VACINAÇÃO NO BRASIL.\nBrasil deverá somar mais de 110 milhões de vacinas até o fim de abril.\nhttps://t.co/yCQJmRZs1T https://t.co/533iKeohFu,,,,
1367776497017176065,@BandJornalismo Presidente do Mimimi. Cadê a correção do Imposto de renda. Cadê o combustível barato. Cadê as vacinas?,,,,
1367776491958861824,"do coronavirus, quando perguntarem o que é massa de manobra basta utilizar essa informação como exemplo.",,,,
1367776491870773248,"@andretrig Queria ver se ele teria essas mesmas atitudes e falas, se por acaso do destino algum membro da FAMILÍCIA dele perdesse a vida pra covid!",,,,
1367776489446535168,"@jornaldacbn o apelo do prefeito de Pirassununga faz sentido pq, pelos dados da prefeitura, a média de casos confirmados #Covid_19 em 2020 foi de 200/mês, e Jan e Fev 2021 saltou p + de 900/mes... E em 2 dias em março, 120... P uma cidade de 70mil habitantes.",,,,
1367776479308832768,"@ludmilagrilo Negacionismo é falar que vacina não funciona. Que da casa dele, só o cachorro vai tomar vacina, que a ciência não sabe o que diz ao não recomendar cloroquina, isso é negacionismo. Não precisa de uma palavra não. Tem muito mais em palavras e vídeos que mostram.",,,,
1367776472606388225,"@carmelonetobr @jairbolsonaro Atrasado como sempre! Se negou a comprar as vacinas no final no ano passado, só agora depois de muitas mortes e pressão resolveu fazer o obvio. E ainda tem gente que aplaude. Lamentável!",,,,
1367776471847235584,SE registra 496 novos casos de Covid-19 e mais nove óbitos que estavam em investigação\nhttps://t.co/gqGvpFqqbq https://t.co/ATYLcFM01r,,,,
1367776449122426883,"@xelelete @folhape Kkkkkk O cara que conseguiu a vacina primeiro que todo mundo, inclusive primeiro que o Governo Federal.\n\nMesmo não alinhado às ideias de Doria, não tem como não reconhecer o golaço que ele fez.\n\nAliás, tem. Basta ser cretino.",,,,
1367776448690454529,"SINCERAMENTE, EU NÃO CONFIO NESSES NÚMEROS! TUDO ESTÁ SENDO FORJADO PARA PREJUDICAR O ATUAL GOVERNO! TODOS OS ÓBITOS NO PAÍS TEM COMO CAUSA MORTIS ""SUSPEITA DO COVID-19"", O QUE NÃO FAZ QUALQUER SENTIDO... !\n\nBrasil tem mais 1699 mortes de Covid em um dia https://t.co/4xEkFlpEbN",,,,
1367776448170319872,parem de pegar covid! vcs tao moiando meu baile https://t.co/0Rk4giMQtO,,,,
1367776439475593219,"@g1 Pq diabos, o casal teve que fazer um exame em laboratório particular para ter o resultado correto? O que esta havendo com os exames dos hospitais? Meu noivo quando teve covid tbm teve 2 falsos negativos.",,,,
1367776415081435136,@CoronavirusBra1 @Euclides_crf O problema aqui não é as vacinas. E sim um sistema corrupto comandando um povo CORRUPTÍVEL.,,,,
1367776409167552514,"@elizia_leite @HumbertoReisJr Minha vizinha Susan, de 80 anos, tomou a primeiro dose dessa vacina. 3 dias depois advinha só? Morreu... infelizmente acabou sendo atropelada por um ônibus e não resistiu.",,,,
1367776403119366149,"@jairbolsonaro COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776400615370753,Itacaré continua com vacinação contra o Covid-19 na sede e em Taboquinhas. https://t.co/sCXYxWVgyT,,,,
1367776395238203393,"@rpsenador Você só fala de vacina. Pelo amor de Deus, vacinação é impostante mas  TRABALHAR PARA CUIDAR DA FAMÍLIA  É DE EXTREMA IMPORTÂNCIA. EU REPITO TRABALHAR E NÃO RECEBER AUXILO. DEIXE UM POUCO A VACINA DE LADO, POIS O MIN. DA SAÚDE É COMPETENTE PONHA PRA VOTAR AS PAUTAS DO GOV FEDERAL",,,,
1367776391694057476,Com Tramp: EUA vive dias de caos em relação as mortes por Covid-19! \n\nCom Biden: \n\nEntendedores vão entender! \n\n#FechadosComBolsonaroAte2026,,,,
1367776391274635270,"@Estadao O governo federal fechou contrato em agosto de 2020 com Oxford / AstraZeneca, a primeira vacina apresentada ao mundo foi após a eleição americana e só em dez 2020 foi aprovada na Inglaterra.",,,,
1367776386275041280,"@claudioedantas Deixa de falar merda,tem ajudado sim,tomamos todos,tanto no trabalho como minha família, só um pegou covid,e bem leve . Procure divulgar o que salva vida,deixe de postar bobagem.",,,,
1367776382143639554,@jairbolsonaro VACINA JÁ PRESIDENTE!!! PARE DE SER TEIMOSO E VEJA A SITUAÇÃO!!! VACINA JÁ!!!!!!!!!!!,,,,
1367776379136249857,Venha vacinas! https://t.co/Zwpjne2Eux,,,,
1367776362979860483,"É amigos, chegou o fatídico dia em que venho comunicar que faleceu um parente meu por covid, deixando 4 filhos, inclusive uma criança de 5 anos.\n\nEspero que minha prima encontre forças para enfrentar tudo sozinha e que ele descanse em paz.\n\nSe cuidem!",,,,
1367776362006798337,"+74,285\nFoi o número dos novos casos de contágio da Covid ontem \nMaior que o dos Estados Unidos que continua em queda. \nMais uns 4 dias e vamos seguir ao pódio desta tragédia \nVeremos qual será o comentário do abominável neste dia \n#coronavirus",,,,
1367776358496145410,@paulocruzphi Vamos fazer essa conta no Brasil. Qual a população do _xD83C__xDDE7__xD83C__xDDF7_ .Quantos óbitos por coronavírus nas pessoas menores de 40 anos? Qual a porcentagem? Qual a porcentagem de internação dos menores de 40 anos?cuidado sim. Pânico não.,,,,
1367776357997019143,"@sandro_cezzar @jsgjunior10 @vitorsergio Cara tudo isso é hipocrisia vc acha que tem alguém preocupado com vidas? se tivesse não teria metros e ônibus super lotados, tudo isso é pra aparecer politicamente ficam tirando fotos com a vacina chinesa e aí quando a coisa aperta vem com esse papinho+",,,,
1367776356046635009,"@carlosjordy Esse é um covarde, vai ficar Bilionário com a covid, mas vai morrer na praia.",,,,
1367776349990051842,@machine_maah mds em q mundo tu tá? aq tem até kit covid e hj mesmo uns empresários vão abrir uma clínica apenas para dar cloroquina e o remédio pra verme pra em tem covid,,,,
1367776346219380737,Meu irmão veio pra fila as 4 da manhã pra minha avó tentar a vacina. Ele vai perder a carteirinha de crente bolsominion por isso.,,,,
1367776339571449856,"Sextouuu meus amg, mas bora ficar em casa pq covid ta ai e pode te pegar, se ele não pegar eu pego _xD83D__xDE0F__xD83E__xDD29_",,,,
1367776320579661830,"Para que não se esqueça, daqui saíram os 5 bi aniquiladores: https://t.co/0nEaUXyKRa",,,,
1367776319652716547,@folha Presidente do Mimimi. Cadê a correção do Imposto de renda. Cadê o combustível barato. Cadê as vacinas?,,,,
1367776319510110209,"@jairbolsonaro @ItamaratyGovBr @minsaude @mdregional_br @exercitooficial @DefesaGovBr Tentar se auto promover divulgando inauguração de obras iniciadas por outros,  ficar no Whatsapp e Twitter enquanto milhares morrem todos os dias por covid e outras doenças e acidentes que não tiveram o devido atendimento, enquanto VC sabota o combate à pandemia!\n#FORABOLSONARO",,,,
1367776309980651521,"@ciadasluzes @eusousamir Mas exatamente isso que tô falando, que aqui também tá salve-se quem puder! Aqui na Itália TODO mundo com o cu na mão em ficar desempregado, povo não respeita as medidas de segurança e só cresce cada vez mais os anti vacinas. Aonde que isso é avançado ?",,,,
1367776295367671816,06:57 e minha mãe e a minha amiga falando sobre coronavirus x politica no carro me deem um pouco de sossego eu nem acordei ainda https://t.co/c3fQH7yRhG,,,,
1367776288711270405,"@jairbolsonaro @Caixa COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776286626766850,"O prefeito de Caxias, W. Reis, é o exemplo mais acabado destes tempos: burrice e coronelismo com total desprezo pelo povo. O que faz um imbecil e seu stsff liberar vacina de 60 a 79 anos? \nResultado óbvio, filas quilométricas e a certeza de que vai faltar vacina pras pessoas.",,,,
1367776284823216129,"@SubtenenteEdgar se vc tiver anticorpos fortes  parabens, se não tiver babau, vc se deixou infectar.\n se vc não tomar a vacina seus anticorpos vão reagir de qualquer modo ao virus( se é que existe algum) e vc se cura sozinho",,,,
1367776268297658373,"Eu jr que vou deixar de ser sócia do Benfica. Vão mas é para o crlho sempre a roubarem dinheiro men, no início do covid não havia jogos nenhuns e msm assim nunca foram capazes de fazer alguma promoção nas quotas, muito pelo contrário, desde daí que só sabem roubar mais cabroes _xD83D__xDE21_",,,,
1367776255542706176,@BrunnoMeloCBN Presidente do Mimimi. Cadê a correção do Imposto de renda. Cadê o combustível barato. Cadê as vacinas?,,,,
1367776250228580355,Bahia registra 111 mortes e 5.985 novos casos de coronavírus em 24 horas https://t.co/bimPjQgVdb,,,,
1367776232260112388,"@will_rferreira @DoentesPFutebol @jairbolsonaro Se vc tiver morto quem cria seu filho, sustenta sua família. Só com vacina a economia pode tentar se recuperar. Cobre seu presidente que faz tudo para atrapalhar a vacinação",,,,
1367776221828964354,to so as fofoqueiras olhando a fila da vacina,1367776221828964354,1367775435568910336,100,b26v89c19zqg8o3fosnu6vo443mspg8dfbr9mq82bl37h
1367776219861839875,"@jairbolsonaro @ItamaratyGovBr @minsaude @mdregional_br @exercitooficial @DefesaGovBr COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776206410702851,"Há um ano tínhamos a confirmação do primeiro caso do novo coronavírus na Bahia, em Feira de Santana.",,,,
1367776191025930241,Manifestação a favor da morte na Marginal Tietê.  Só deve ter eleitor do presidente ali. E nenhum deve ter perdido ninguém pra covid. \n\n#BDSP,,,,
1367776190530994176,Europa e EUA têm mais mortes por habitantes que o Brasil em razão do Covid-19 - Diário do Poder https://t.co/zaB9aRtylU,,,,
1367776188123537408,tw: sangue \n.\n.\n.\n.\n.\n.\nhoje eu vou tirar s4ngu3 eu to me trEMENDO serio eu ODEIO tirar s4ngu3 ou tomar vacina odeio odeio da última vez fiz um ESCANDALO,,,,
1367776179177091080,"Hoje em São Paulo\nProtesto contra as restrições,será que não sabem da PANDEMIA, HOSPITAIS CHEIOS?\nCADE O AUXILIO PRA AJUDAR O POVO PASSAR POR ESTA FASE?\nQUANTO VALE UMA VIDA???\nCADE AS VACINAS?",,,,
1367776165449109509,"@jairbolsonaro @jorgeseif COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776159543463938,"Se não tivesse cancelado as vacinas no ano passado, não iria precisar fechar nada https://t.co/ECIfF8noqA",,,,
1367776155508543489,"@_zadorah ontem mesmo tava entrando em desespero por causa disso, pq se dá outra mutação e a vacina não funciona nela eu tô ****** de verde e amarelo literalmente",,,,
1367776150177673218,Acabem la o covid para poder comprar bilhetes para a paddock para ir ver a F1,,,,
1367776146755092480,@aguedescartoon Presidente do Mimimi. Cadê a correção do Imposto de renda. Cadê o combustível barato. Cadê as vacinas?,,,,
1367776136726536194,Sete horas da manhã do meu aniversário e minha madrasta me liga dizendo que meu pai foi internado pelo COVID de novo,,,,
1367776136613277697,"Tudo isso para justificar o fique em casa e só vá ao hospital se estiver com falta de ar? Exame sorológico pode ser utilizado para tratar covid, rapaz! https://t.co/1D9tFZlmcF",,,,
1367776134587441160,"@delucca Se dizem contra a vacina, mas são os primeiros da fila.",,,,
1367776130883854336,Parar SP pra trazer vacina ninguém quer né?,,,,
1367776122776260608,"@o_antagonista @jairbolsonaro É porquê quando você teve a oportunidade de comprar não quis, e agora está correndo atrás da mesma vacina!",,,,
1367776117566935040,"Mostrem os negacionistas dos protestos  do ano passado na avenida Paulista, vários morreram de COVID-19. \nLembro de ver várias matérias a respeito. #BDSP",,,,
1367776104925298689,@jairbolsonaro compra as vacinas e vai tomar no cu,,,,
1367776098050772994,"@LucianoHuck Narigudo, o mundo está c falta de vacina! As farmacêuticas estão em posição completamente confortável ditando as regras para a venda de vacinas com contratos leoninos contra os países! Se você diz ser fácil porque não vai lá e resolve? Ficar bostejando no Twitter é mole tio...",,,,
1367776091939700736,@acmacedo Vai piorar muito. Porto Alegre tem mais de 12.000 casos confirmados ativos não informados à Secretaria Estadual da Saúde (conforme Boletim municipal x Painel Coronavírus RS de ontem). Esconde a situação real da capital do Governo do Estado.,,,,
1367776053897269250,"@nit_87 @Flamengo Só não ganharia título se não tivesse campeonato ou torneio para ser disputado, ate mesmo só não ganharia se o motivo fosse uma catástrofe natural esse time aí seria a cura até pra COVID _xD83D__xDD34_⚫️_xD83D__xDD34_",,,,
1367776051984801794,@helenatatii Meu filhote ficou moadinho c essa vacina mais tranquilo já _xD83D__xDC99__xD83E__xDD4B__xD83D__xDE4C_,,,,
1367776050302877698,"@jairbolsonaro @JusticaGovBR @AmendoncaMJSP @Mapa_Brasil @TerezaCrisMS COMPRA AS VACINAS BOLSONARO?\nCADÊ AS VACINAS BOLSONARO?\nONDE ESTÁ AS VACINAS BOLSONARO?\nVACINE A POPULAÇÃO BOLSONARO?\nSÃO MAIS DE MIL MORTOS POR DIA SEM VACINAS BOLSONARO.\nVACINA, VACINA, VACINA, VACINA E \nQUEREMOS VACINAS BOLSONARO.\nNINGUÉM AGUENTA ESPERAR AS VACINAS BOLSONARO.",,,,
1367776049778593792,Minha madrinha tomou a vacina _xD83D__xDE0D__xD83D__xDE4C_,,,,
1367776047895359488,"@Kadysbarreto @Biakicis @jairbolsonaro O que mais o presidente está investindo é em vacinas para de ver a #Globolixo e cobre o stf , governador e prefeito..",,,,
1367776042497286145,"@bruna_cazella Certamente é o mínimo que o presidente deveria ter feito, mas agradeça que ta sendo disponibilizado as vacinas",,,,
1367776020309438465,[05/03 06:53] leonel ˢᶠᶜ: complicado que tem esse coronavírus chatao\n [05/03 06:53] leonel ˢᶠᶜ: se não te levava pros rodeios KKKKKKKKKKK\n\nsó role diferenciado fml kkkkkkkkkkkkkkkkkkkkkkkkk,,,,
1367776014315749376,@jairbolsonaro Atividade essencial = esforço máximo pra adquirir vacinas... Acho que você não está fazendo sua atividade essencial.,,,,
1367776013636210691,@sao_pauloF_C @andersonncalice @bdebaixarenda Ponto central: temos a pior condução da pandemia no MUNDO. A vacina podia vir do inferno. O genocida ainda estaria na cadeira errada.,,,,
