data__id,data__text,meta__newest_id,meta__oldest_id,meta__result_count,meta__next_token
1367671891683639299,@lethyciaoudeyse @Isastoro Nem aproveitei minha adolescência Covid desgraçado,,,,
1367671890530172928,@fabiofaria5555 @TatiNefertari As Vacinas só se mexeram qdo pegou mal o DORIA vacinando. Ou se é mentira conta ai posta o governo federal negociando a vacina ? Kkk Vcs tomaram a vacina d,,,,
1367671889833910275,"@raudissa @nemmoises @martinsalvesjr1 @g1 a cloroquina trata os SINTOMAS da covid. tosse, garganta seca e afins, eles se curaram de forma espontânea nada disso foi devido o uso desse remédio",,,,
1367671886902132738,"Eu não sei o que falta para abrir o impeachment, até quando teremos que ouvir sua voz... Ridicularizando o povo brasileiro.\nTrantando o povo brasileiro com total descaso, achando que perder vidas para covid-19 é normal e faz parte da vida.\nA morte faz parte, mas não desse jeito. https://t.co/ytW5qOU98V",,,,
1367671881017483266,Denounce racist attacks on Asian-Australians. #UnityOverFear during Covid-19 - Assine a petição! https://t.co/8PI9Fd7xgM via @change_br,,,,
1367671875636199426,Alerta: casos de covid-19 voltam a crescer na Europa - https://t.co/qoTUiMdtof,,,,
1367671873140625408,Eu acho que não quero vacina. Quero ser Rodolffo. Haja imunidade para um ser só.,,,,
1367671869743194114,"Estou fazendo o curso de graduação em Gerontologia (estudo do envelhecimento) e o mais interessante é no grupo de discussão da turma. Volta e meia aparece algum relato de idosos morrendo depois de receber a vacina. Então, preciso dizer mais alguma coisa? É só ter inteligência.",,,,
1367671867541184513,Facebook alinhado com a coisa? \n\nhttps://t.co/Lw8eqMzv9o,,,,
1367671863300788226,"Ah que bom, foi diagnosticado um caso da variante do covid aqui na cidade vizinha à minha....cidade bem pequena e bem perto daqui",,,,
1367671861723754499,"Rubens Ricupero: ""Hoje, aos olhos do mundo, Bolsonaro ocupa o mesmo lugar que foi de Idi Amin Dada"". Como bem faria o sinistro, histriônico e sanguinário ditador africano que governou Uganda nos anos 70 https://t.co/OwgtAfnU5D https://t.co/2olRxYbqmn",,,,
1367671861421740034,"Pq a gente já não matou todos os políticos? Krl velho, se for pra morrer de covid prefiro morrer matando esses verme",,,,
1367671859693711360,@sprxngtae mari obrigada por falar o que todo mundo pensa mas nao tem coragem de falar! esses veio com essa idade nem tem mais condição de sair de casa vão pegar covid como?,,,,
1367671856950620160,eu \nto\ndestruída\ncom a história\ndo \nmenino de 24 anos que perdeu\na mulher pro covid depois de parir o seu filho\nputa que pariu,,,,
1367671852383023104,"Spotted VSF\nEu odeio tanto esse Pre***te e quem o segue q não tem nem base.\n O cara fica jogando no ar q o uso de um medicamento (q não funciona) como cura pra covid, diz para o povo q máscara não funciona, faz showzin com multidão e carrega uma porrada de morte nas costas.",,,,
1367671849618968584,@UOL Cadê dinheiro repasse governo federal Estados Municípios bilhões ampliação redes saúde sucateadas 14a acesso tratamentos eficazes equipes qualificadas equipamentos ponta vacinas_xD83D__xDEA8_Não querem prestar contas Governo federal liberado STF _xD83C__xDD98_Verdadeiros Parasitas Estado_xD83D__xDEA8_ https://t.co/MGjU9GSnrp,,,,
1367671847945445381,@fabiofaria5555 @jairbolsonaro @tarcisiogdf @gen_heleno @govbr @mincomunicacoes As vacinas estão aí?\nMais de 260 mil mortes e Bolsonaro continua aglomerando e debochando de quem está sofrendo. Quem apoia é cúmplice.,,,,
1367671842371211266,@guiipaussu @Henriqu71458037 @valle12real @AndreHenning Eu comi um pudim e sarei da covid.  Seu arrombado falador de merda,,,,
1367671840651493378,A mentira de Pazuello: Brasil não está nem na fila de países que terão vacina da Pfizer e Johnson’s https://t.co/fF5kC6EZEH,,,,
1367671839934345223,@YahooBr Cadê repasse 135 milhões governo federal ampliação redes hospitalares tratamentos eficazes equipes qualificadas equipamentos ponta vacinas. https://t.co/ohy4VGQRzJ,,,,
1367671834615889927,"@deboni__ Estuda mais sobre vírus e bactérias, vai descobrir que essa merda ainda vai ficar anos circulando e multando por aí, claro que vacina ajuda, mas se quer culpar alguém, culpa o governo chinês que deixou o vírus ficar fora de Controle pra depois avisar o resto do mundo.",,,,
1367671833735139332,Felipe Moura Brasil: Bolsonaro insulta vítimas da covid-19 https://t.co/uQjmjg7rS1 via @YouTube,,,,
1367671827221331969,"A pessoa mais imune nesse Brasil é o Rodolffo, e ele nem tomou a vacina #BBB21",,,,
1367671826948702209,"@medolabella Tem caso de um rapaz (órfão) que viva com a Avó e comprou um carro com parte da pensão dela. Dizia que ia trabalhar com transporte por aplicativo, mas vivia em aglomerações. Perdeu a Avó para a covid, ficou sem condição de pagar o aluguel e o carro. Hoje mora de favor num galpão.",,,,
1367671825568854018,@jdoriajr Sempre São Paulo salvando o país \nEra vacina \nAgora também economia,,,,
1367671825077997569,responsável pelos roles aleatórios do meu carnaval 2016 e que reclama de tudooooooo mas eu gosto muito de você (talvez um pouco mais da sua mãe _xD83D__xDE02_). Pós vacina eu quero um maraca e uma festinha com você ❤️,,,,
1367671821198311426,"Ao chamar de 'idiota' quem pede vacina, Bolsonaro encobre mansão do filho https://t.co/MHrnf2T1X8",,,,
1367671819998793729,covid acabe pfv!!!!,,,,
1367671817918373910,Eu tenho vontade de enfiar minha cabeça no cu quando vejo os médicos de rede social receitando tratamento precoce pra covid,,,,
1367671814378422273,Já pararam pra pensar que dps do Covid ninguém mais morreu de dengue _xD83E__xDD14_ ... Mn ate o mosquito ta com medo de pegar covid _xD83D__xDE06_ #sopramaconheiro,,,,
1367671810322538496,"@ViniciusPoit Ótimo!Mas enquanto depender do genocida de plantão aí em Brasília, não dá p/ confiar!Falando nisso,depois do @jairbolsonaro cuspir na cara das famílias dos + de 260 mil mortos _xD83C__xDDE7__xD83C__xDDF7_ e nos chamar de idiotas por cobrar #VacinaS, o que falta para @novonacamara aderir ao #ImpeachmentJá?",,,,
1367671807508156416,"@fabiolabr Eu sei, gata. Quis dizer que dos negacionistas (tem um monte: na inglaterra, em Israel, tinha nos eua) só sobramos nós falando que covid é mimimi. Os outros tomaram uma atitude enquanto era tempo. Só o bozo que nao.",,,,
1367671805293563905,"Rodolfo vai sair nem vai precisar de vacina, o homem já tá imunizado faz 1 mês",,,,
1367671802655342595,@jairbolsonaro Vai comprar vacina filha da puta,,,,
1367671792102440960,"Sério: alguém acha isso normal? Isso é grave. Não é apenas o ""jeitão"" dele. É um presidente da República negando vacina. https://t.co/FjMrkPyCVn",,,,
1367671788113629188,@portaluai Eu só penso nela :::::::::: vacina,,,,
1367671787404861440,@folha Xô ver se entendi... O avião bateu nas vacinas que estavam em jumentos?,,,,
1367671786066821124,"@elizia_leite @DiogoBlazkowski A ninguém, pq vc sabia q a vacina é experimental, ninguém obrigou a vacinar e vc não pode vincular uma hipoglicemia q vc deviam dar açúcar pra ela a uma reação da vacina pois não tem como relacionar isto \nSe ela era diabética pode \nter sido uma interrelação de eventos",,,,
1367671782954708994,"Sem vacinas, sem protestos efetivos para tirar esse _xD83E__xDD21_ https://t.co/T3Qle9P5Na",,,,
1367671781256015875,@alvarodias_ @MarcuseJe Isso aí pq não tem vacina disponível pro mundo inteiro !! Se fosse assim Europa estaria toda vacinada,,,,
1367671780186480644,Se não fosse o covid e caso o mezu abraçasse eu logo ia pula em sp gravar um clipe p essa,,,,
1367671771512664064,@anav_aguiarr Com vacina ou sem estaremos lá irma!,,,,
1367671765154078725,#ForaBolsonaro \n\n'Tem idiota que pede compra de vacina. Só se for na casa da tua mãe' \n https://t.co/y7HhHqLiC5,,,,
1367671764776587266,Tratamento precoce: os dados que apontam riscos e falta de eficácia do 'kit covid' https://t.co/pfLBBqk3Se,,,,
1367671763891613696,@SubtenenteEdgar @Lucia_holiveira os médicos é o presidente AVISOU más ninguém quer escutar _xD83E__xDD37_ só bobo prá não ver que essa vacina e só prá roubar dinheiro público Espera é verá _xD83D__xDD90_️,,,,
1367671751006642181,eu tô sensível pq o covid tirou até minhas idas no rock in rio que vem acontecendo desde 2011 em todo ano ímpar https://t.co/zSzBUk82lZ,,,,
1367671745575059459,"É só abrir qualquer jornal mais da metade do PAÍS tá com UTI lotada, Lockdown não vai ser a opção??? Vocês vão criar hospital em uma semana, vao comprar a vacina, vão fazer oq hein caralho?",,,,
1367671741321973761,e eu que achava que essa vacina era do hiv . https://t.co/EPUBS8qgVJ,,,,
1367671726721622017,"Quando sua namorada estiver mais preocupada com bbb, do q contigo com covid, repense seu foco.",,,,
1367671720631492608,mds se safaram do covid mas pegaram 3 terremotos com ameaça de tsunami https://t.co/ktaFhI24ps,,,,
1367671713882898433,"@Clara_Gengibre @KlaiverrNE É igual eu falei no outro comentário. Os justos pagam pelos pecadores.\n\nPor aí a fora tá tendo baile pra caralho, festas etc etc etc, e tá espalhando o COVID sempre. \nEntão infelizmente os trabalhadores honestos e que seguem direitinho a lei vão pagar pelos que não seguem nada.",,,,
1367671706958069764,"@alvarodias_ Tem gente que acha que comprar vacinas contra um vírus novo é como comprar um analgésico na farmácia da esquina,vão pra pqp,não sou rato de laboratório que se tem que fazer o teste de uma vacina produzida rapidamente nas coxas só pra te deixar feliz porra",,,,
1367671706454794240,CORONAVIRUS EU TE ODEIO,,,,
1367671705833967616,"@ahhahahshsjaja Eu tava com sintomas de gripe, fui fazer o exame, e era COVID",,,,
1367671699957760000,Se eu pegar covid e falecer \nQuero dizer que amei quem amei \nOdiei quem odiei \nNão me arrependo de nada,,,,
1367671698334572544,"@gaabrielcsantos @Estadao @EstadaoSaude Acho que foi no teu, vagaba!\n\nhttps://t.co/XO793vduVd",,,,
1367671697952899082,"@jones_jss @mariartec @DS48223680 @zbabel @folha Melhor presidente no seu CU. Não defendo o Lula, mas ta falando merda sobre o bolsonaro. Só ataca instituições, não aceita vacina, não aceita ciência, cagando pra mortes de 250mil pessoas...e se diz cristão, plano de vacinação inexistente. ONDE ELE É O MELHOR,Além de falar merda?",,,,
1367671692991078402,@martinsalvesjr1 @g1 medicada com o que??? ja descobriram um remédio eficaz contra a covid e eu não fiquei sabendo??,,,,
1367671672870944768,@JovemPanNews @Rconstantino Pergunta quem criminosamente não comprou vacina por algo que era certo salva vidas,,,,
1367671672648699905,"Giro das 11 - Brasil no buraco do coronavírus  * Militares são parte do ... https://t.co/IiDB4LdZ6k via @YouTube O miliciano genocida construiu o caminho para o abatedouro principalmente de pobres, e classe média baixa! #LockdownNacionalUrgente #CPIdaPandemiaJa",,,,
1367671668647342080,"O jumento do acidente com o avião das vacinas, morreu?",,,,
1367671665828782086,Foda que tenho que sobreviver a COVID e a violência no meu bairro.\nAI complica demais,,,,
1367671665086394371,"Pegar covid é a msm coisa q ser put4, as vezes vc apanha mt, as vezes só faz cócegas, mais em todas as vezes vc se fode todinho",,,,
1367671662985043973,"0, com covid não se brinca https://t.co/zOKoJmKJnd",,,,
1367671662603304964,A 1910 MORTES  do #COVID  #CapitaoCloroquina e o #ministroplacebo Parabéns #Brasil https://t.co/ytwcL32qWS,,,,
1367671661181497344,COVID VÁ EMBORA EU QRO TRABALHAR VC TIROU MEUS CLIENTES SEU CU,,,,
1367671648510484480,cara  brasil vai afundar pqp meu deus que odio covid 19,,,,
1367671640503562242,"O que seria respeitar, Jair?\n\nNão usar máscara, aglomerar, ser negacionista, não comprar as vacinas, criar entraves entre órgãos estão na sua respeitosa lista, @jairbolsonaro???\n\n#impeachmentJa https://t.co/NScBTOLwzx",,,,
1367671630445547520,"@Uac_Lael O Governo tem avaliado, periodicamente, as taxas de ocupação nas unidades hospitalares e de contaminação pela COVID-19 no Pará. O Governo seguirá acompanhando o cenário epidemiológico e não hesitará, caso necessário, em retornar com medidas mais restritivas.#EquipeHB",,,,
1367671630063951881,"Francamente, não acredito que eu li o que li... Jesus! \nhttps://t.co/Pkh2SqCbqA",,,,
1367671624464531456,"@ovsiang Desculpe, mas essa era a orientação da OMS na época. E não está de todo errada, já que mesmo indo ""cedo"" as medicações são apenas para amenizar sintomas, mas nada garante que o quadro não vá evoluir. Comorbidades podem agravar a covid, mas está ocorrendo agravamento de pessoas...",,,,
1367671621868269568,"Caso vc fique cansado de esperar a vacina da Covid, há outra opção para ganhar imunidade: Prova do Líder #BBB21 https://t.co/9J1R8HXQsF",,,,
1367671606898798595,fodase porra vai comprar a desgraca da vacina https://t.co/IKnYEQkAtk,,,,
1367671606672322560,Coronavírus entre os mais jovens preocupa https://t.co/10DWNm85Ja via @YouTube,,,,
1367671603467804674,"Tia karol me mandou um audio, disse que se eu tive com covid, ela vai suspender o álcool, pq ai nao ta valendo de nada. ""A quantidade de álcool que tu bebe nao tem nem como o vírus sobreviver""",,,,
1367671601236504577,"@STFANTIDEMOCRT1 @RafaelFontana Sabe mutação? Ela se propaga como? Com o que tem. Pega todos esse povo saudável,  fazendo distribuição de vacina, O2, trabalhando em UTI,  entre 30 e 50 anos e coloca na frente dele.\nEntendeu?",,,,
1367671597482577922,Será que vai parar o futebol denovo por conta desse surto de covid ?,,,,
1367671595926437895,É só no comércio que passa o COVID-19? https://t.co/yJRxl9mifm,,,,
1367671593690923010,Focca lança edição especial da revista Sciencia Una com abordagens sobre a covid-19 https://t.co/RMDbmGpOwM,,,,
1367671590931079169,@diesgu https://t.co/uQ54dLMCw7\n\nSegundo o desembargador o Estado está em colapso.,,,,
1367671589672783875,@julioreis78 Disse que Lockdown não é eficiente. O que disse é que é a única medida para quem não tem vacina. Por isso citei a vacina.,,,,
1367671588997500929,@jairbolsonaro atividade essencial é comprar vacina SAI DO TWITTEEEEERRRRR,,,,
1367671585507786752,@diogomainardi VACINAS Salvam vidas e a economia tb._xD83D__xDCAA__xD83C__xDDE7__xD83C__xDDF7__xD83D__xDC40_ https://t.co/naicYnwDqp,,,,
1367671564129472518,"@cyberlira @yaracdsp @Betedna @gugachacra Aprovada para USO, não no combate à COVID-19. https://t.co/usa7iG3dgT",,,,
1367671559478009856,Já pensou se rola um plot twist e esse filho da puta morre de covid?,,,,
1367671548300189697,"Obrigada Deus pela proteção que tens dado para a minha familia, meus amigos e a mim neste tempo difícil que estamos vivendo. Se ninguém que tu ama morreu de covid, AGRADEÇA!",,,,
1367671546735656966,"@jairbolsonaro Seu covarde, você sabe que enfrentar o problema não é igual a fugir dele? Se quer pagar de corajoso, enfrente a pandemia. Não ignore ela. Corra por vacina. Lute pela saúde da população. Daí tudo volta ao normal. Mas enquanto for um COVARDE negacionista, CADA MORTE TÁ NA SUA MÃO",,,,
1367671542461718530,O exército não pode colaborar com a vacinação... com as vacinas q ainda restam?,,,,
1367671541593411585,"desanimada total pro meu aniversário esse ano, que ódio da COVID _xD83D__xDE2D_",,,,
1367671538401558532,"@exame Chegando em abril, ele promete 100 milhões de vacinas pra outubro... E assim vai enrolando,_xD83E__xDD26__xD83C__xDFFB_‍♂️_xD83E__xDD26__xD83C__xDFFB_‍♂️_xD83E__xDD26__xD83C__xDFFB_‍♂️_xD83E__xDD26__xD83C__xDFFB_‍♂️_xD83E__xDD26__xD83C__xDFFB_‍♂️_xD83D__xDC49__xD83D__xDC49__xD83D__xDC49__xD83D__xDC49__xD83E__xDD21__xD83E__xDD21__xD83E__xDD21__xD83E__xDD21__xD83E__xDD2E__xD83E__xDD2E__xD83E__xDD2E__xD83E__xDD2E_",,,,
1367671538061869060,"#analise mais do que certa.  @fernandomitre . #correratrasdoprejuizo , menos #negacionismo!  Povo, consciência, vacinas etc.. vontade #politica https://t.co/0NiMqiV6w2",,,,
1367671537596325888,"Eu pensei que o covid já tinha estragado tudo, o máximo possível... mas pelo visto sempre da pra piorar",,,,
1367671527005691905,meu Deus vi a materia sobre o a jovem que morreu de covid horas após o parto e to chorando muito.,,,,
1367671522102566914,Eu que lute com essa Suspeita de covid,,,,
1367671517467860996,"@danielamonteiro @monark Vontade de dar corda para ver ele se enforcar. Putz, vai lá gênio discorra como diminuir a circulação de pessoas não vai diminuir a circulação também do vírus da Covid?",,,,
1367671507313455107,@LucasAndrey234 Tu prefere morre de covid mas n quer parar de trabalhar seu louco  kkkkkkk,,,,
1367671505363025923,"@fabiofaria5555 @TatiNefertari Ministro, olha a cara desse lixo!! Não perde tempo com vermes dessa qualidade. Para esse tipo de gente, nem uma vacina consegue imuniza-la.  Ela vai torna às vacinas sem efeito. https://t.co/ezkCeFpxdC",,,,
1367671505253990402,"@Gustavollei A culpa é dele que tem a responsabilidade de agir para evitar as mortes e minimizar os danos, é sua e dos que o elegeram. Minha não porque votei no Haddad e não nesse energumeno, fiz campanha pra o Haddad e sou responsável na minha conduta em relação à covid.",,,,
1367671499465883648,"O jovem moderno só pensa na vacina do corona e no impeachment do Bolsonaro, meu camarada https://t.co/dqOn8hwaG7",,,,
1367671498656382978,"@elizia_leite Sinto muito. Deus console sua família.\nÉ por essas que aqui NINGUÉM, NINGUÉM RECEBERÁ VACINA ALGUMA QUE NÃO TENHA SUA EFICÁCIA CONFIRMADA DEPOIS DE NO MÍNIMO 4 ANOS! Não deixarei meus pais serem cobaias de nenhuma indústria farmacêutica dos infernos.",,,,
1367671496097861634,"@MazzaViviane @Estadao @EstadaoSaude Ta aqui, ele falou a verdade!! A imprensa MENTE!!\n\nhttps://t.co/XO793vduVd",,,,
1367671485175894017,"cara q ódio! o cara leva minha tia pra trabalhar sem falar q tá com suspeita de covid, sendo q ele e a esposa estão mal pra caramba, agora minha tia não pode ir no casamento e não pode vir aqui ver a mãe dela por causa de um arrombado sem noção",,,,
1367671482453811205,"@JannielsonMusic @A_Marques6 E vc n acha q isso poderia ter sido evitado se o brasil tivesse um presidente decente no poder?Ao invés de um presidente q finge q o vírus n é nada,é só uma gripezinha, vamos virar crocodilo se tomar vacina.O brasil merece um presidente adequado e q tenha empatia,não esse imbecil",,,,
1367671482252460035,"@batistatecnico agora sim, muitos vão ser pegos, quem for honesto está tranquilo, o Presidente tinha que ter pedido isto faz tempo. agora vão despertar para comprar vacina pq agora cinta vai apertar.",,,,
1367671480692146178,Covid-19 causou duas vezes mais mortes do que homicídios no RN - https://t.co/mvuxNEcH0h https://t.co/LwHzKJI4JR,,,,
1367671471863177217,89) 23/03/2020 - Coronavírus - Qual o impacto da pandemia na economia?⤵️ https://t.co/r98HEGRQf7,,,,
1367671469971542017,@mateuslaferreir @luc_720 @jpbrubacher @LanceDoFlamengo @geglobo Não estarão 100% mais essa vacina vai da pro gasto,,,,
1367671469203980289,"@carmelonetobr @dilmarmcz1 O BR já vacinou mais que: \nIsrael: 8,44 mi\nAlemanha: 6,81 mi\nRússia: 5,49mi\nFrança: 4,84 mi\nItália: 4,76 mi\nEspanha: 4,06 mi\nMéxico: 2,63 mi\nCanadá: 2,09 mi\nA. Saudita: 1 mi\nPortugal: 900.831\nJapão: 37.303\nÑ há vacina p o mundo td ao mesmo tempo.\nFonte: https://t.co/EO0su1y7HK",,,,
1367671461830422529,"@favsmoIina sim amg, isso é super necessário, tem gente que acha que o covid é brincadeira",,,,
1367671457745145864,"Paraná chega a 661.791 casos de Covid-19 com 11.993 mortes; ocupação de leitos de UTI adulto exclusivos é de 96%, diz Sesa https://t.co/Ps88HFK8zE #G1 #G1PR https://t.co/Ub31PpzQt3",,,,
1367671454557409284,"@apaulistasp Bolsonaro tenta impedir governadores e prefeitos de comprar vacinas, mesmo com a explosão de casos. Esse GENOCIDA tem que ser detido! @jdoriajr @brunocovas @FHC @BrunoAraujo456 @PSDBoficial \n\nhttps://t.co/RPBi7mO8cH",,,,
1367671444876955654,"@JanainaDoBrasil Você não fala, você late.\nVai cobrar vacinas primeiro.",,,,
1367671438451294208,"@elizia_leite @erikelabrasil Que coisa terrível, meus sentimentos... definitivamente essas vacinas não são seguras.",,,,
1367671436555517958,Imunologista afirma que novo tratamento pode curar pacientes com covid-19 https://t.co/sOtQL3YOvr via @YouTube,,,,
1367671435687264258,@jairbolsonaro Compra vacina cuzao,,,,
1367671435586633730,depois do covid minha saúde nunca mais foi a mesma,,,,
1367671429274173442,"Amanhã vou me cadastrar no posto de saúde perto de casa pra me chamarem em caso de sobra de vacina. \nO sentimento é reviver os 3,5 anos da fila de transplante, quando eu rezava por uma ligação.",,,,
1367671426535292929,@viniciusluz1910 @http404mylife @cirogomes Comprado vacina sem passar pela Anvisa é crime.  E eu que sou burro. Kkk,,,,
1367671419837022208,"Bolsonaro hj mostrou mais uma vez q não tá nem aí se vc vai sair pra trabalhar e ser contaminado pelo vírus ou contaminar os seus.Temos q deixar de mimimi e de frescura. Ñ tem vacina, ñ tem plano p/ parar esse vírus maldito e ñ tem como parar o genocida. Dormiremos com mais essa!",,,,
1367671415323951105,várias pessoas que eu conheço e eu gosto/amo pegaram covid e eu fico apavorada,,,,
1367671415143600128,Medida permite que o gestor tome os chamados empréstimos compulsórios. #GCMAIS\n\nhttps://t.co/RTFHl9NQMi,,,,
1367671412056616967,@amssouto @SenadorKajuru Oh Idionta funcional; não tem Cloroquina e nem Vacina que vai impedir o Juízo de Deus de ser Aplicado!\nE VOCÊS VÃO PAGAR POR TUDO O QUE FIZERAM E FAZEM PROCURANDO CULPADO DENTRE AQUELES QUE RESPEITAM A DEUS!!!,,,,
1367671411217739778,"Nunca passei necessidade, mas era tudo muto regrado aqui em casa. Guardando dinheiro pra várias viagens depois que tomar a vacina em 2030",,,,
1367671411012206594,"@CarlosBolsonaro Quando vai sair a vacina, contra o RACISMO da globolixo? Que mata milhares de NEGROS a 70 anos... O RACISMO deles não é mais SUBLIMINAR agora é escancarado! https://t.co/9q70knliso",,,,
1367671408000634882,"@alexremy2010 O Governo do Pará trabalha em diversas áreas e segue, principalmente, com as estratégias de combate à COVID-19 como a reabertura de hospital de hospital de campanha e implementação de novos leitos para as regiões que mais necessitam no momento.",,,,
1367671407170228224,"@jairbolsonaro Atividade essencial é a de Presidente da República q deve trabalhar em prol do povo e garantir q possam trabalhar com segurança (garantindo vacinas, adotando medidas corretas e parando com fakenews) ao invés de usar a maq. pública e gastar td tempo protegendo filhos da cadeia.",,,,
1367671403131121668,"@EdsonBar @freire_roberto A mesma cláusula que tem no contrato da vacina Covishield da Oxford e que ele assinou sem medo (e muito provavelmente nos das outras, é uma cláusula padrão para uma vacina que foi criada há pouco tempo durante uma emergência).",,,,
1367671398823583748,"Dos dez países mais afetados pela pandemia, só o Brasil tem registrado aumento no número de mortes por Covid.\n #JornaldaNoite #BandJornalismo https://t.co/S52zK2fz6D",,,,
1367671387469537284,"Agora minha mãe tá com suspeita de covid porque a porra do dono da empresa não dispensou todo mundo quando deveria e se quer se preocupou em distanciar as pessoas MUITO MENOS liberar pra home ,quando era totalmente possível",,,,
1367671385955446784,Atualização dos dados do Brasil. #coronavirus #covid19 https://t.co/VpjftLunRO,,,,
1367671385481502726,@jairbolsonaro Atividade essencial é o chefe de família e toda a sua família ter direito a vacina para não morrer de covid. Mas vc ta pouco se fudendo pra isso né?,,,,
1367671384097296384,@_larissaalara Amoo! So pede pra ver o exame de covid negativo antes pq ne kkkkk,,,,
1367671383753433095,"@Biakicis @ArthurLira_ Enquanto o PRESIDENTE continuar falando besteira como ""frescura"", ""vai comprar vacina na casa da tua mãe"", a midia e o ódio q se alastra junto, vai dando margem a vídeos políticos como esse: #CustoBolsonaro. Se esfregar n sai nem água, mas não subestimem. https://t.co/qieWx4uDfT",,,,
1367671383547863042,"Mano tem uma FILA de carros aqui na minha rua de gente que vai dormir aqui pra tomar vacina amanhã, estou incrédula",,,,
1367671381496889347,Hoje dia só quem morre de covid são os ignorantes,,,,
1367671378917330953,"nossa alguém por favor tira o bolsonaro da presidência a força. covid, é a sua hora de fazer pelos menos alguém feliz.",,,,
1367671378380521474,"@adrithss @omatheus_santos @ChaltierTV @ceduardo844 @adepttos @monark Perder a liberdade e uma grande porcentagem da população ou ter liberdade, vacina e morrer -1% da população?\n\nA escolha parece óbvia, mas algumas pessoas não entendem.",,,,
1367671375327068164,@adriventurasp Vacinas em testes. Quem será responsável pelas mortes das cobaias? https://t.co/4zkoP58eB2,,,,
1367671368431570952,"Hoje recebi a noticia que uma conhecida de apenas 26 anos morreu por decorrência do covid e deixou sua filha recém nascida sem conhecer a mãe, gente não da mais pra brincar. Eu errei e furei a quarentena, resultado to com covid. Pf se cuidem",,,,
1367671359820738563,a coisa mais louca que o covid me fez fazer foi uma DR pelo zoom. que doidera,,,,
1367671355685167107,"A RedeTV! bem que tentou endurecer as medidas de prevenção do coronavírus, mas nem o departamento de RH levou a sério e decidiu debochar da diretoria na maior cara de pau https://t.co/vtstq4EMwc",,,,
1367671353843847172,@beatrizparagua mas esse ano ja tem vacina amg,,,,
