text,attributeScores.THREAT.summaryScore.value,attributeScores.PROFANITY.summaryScore.value,attributeScores.IDENTITY_ATTACK.summaryScore.value,attributeScores.TOXICITY.summaryScore.value,attributeScores.SEVERE_TOXICITY.summaryScore.value,attributeScores.INSULT.summaryScore.value
marcelotas enquanto você defende essa patética inauguração brasileiros morrem  pela inércia e frieza do seu candidato que só pensa em campanha política pra  pede pra ele se candidatar ao governo do teu estado faz bom proveito vacina querido né wifi para alguns não,0.7326733,0.67173254,0.8082596,0.74167234,0.65957445,0.80649036
a proibição de circulação entre concelhos aplicase a todos os municípios do continente independentemente do nível de risco de transmissão do novo coronavírus,0.07751938,0.0025718729999999997,0.022769291,0.012811388,0.011644709,0.010206033
levar minha bebê pra tomar,0.2877095,0.10279001,0.043209877,0.082896166,0.13884786,0.050620552
marcelofreixo passando informação falsa isso já foi atualizado há semanas,0.22395833,0.17263843,0.15141243,0.3404473,0.15652174,0.31606525
é tristeza ou covid,0.07751938,0.014215364,0.022810657999999998,0.052230526,0.028916795,0.029333333
dagolbertotelo trabalho é pior q covid em seu pior estágio para essa turma,0.4653846,0.5767635,0.7254734,0.800372,0.6696890999999999,0.79079497
rconstantino essa politicagem em cima do covid só vai parar nas eleições de,0.21197131,0.03946253,0.15686275,0.086940385,0.047135614000000006,0.15690532
tatinefertari jairbolsonaro kkkkkkkkk será que você não ler notícias nem a europa tem vacinas,0.2877095,0.17263843,0.5125628,0.6126588000000001,0.37592322,0.68898976
cabmenezes jeanduarte zdoficial irresponsavel é governo que não  compra vacina e não  da auxílio pras familias e pequenosmedios negocios passarem pela  pandemia,0.4653846,0.5767635,0.7366411999999999,0.69238657,0.6602924,0.71611255
thiamparo vacina já  conseguimos superar os eua em mortes por milhão de habitantes  peça para sair,0.38785046,0.021832807000000003,0.29652795,0.28004074,0.060686015,0.11487563
ahhjuarez é comentei com o pessoal eles reclamam tanto dos aposentados q estão deixando o covid fazer o trabalho de diminuir a quantidade de gente q esta recebendo do inss,0.24046688,0.10545567,0.5774922,0.34042552,0.14769307,0.35234424
leia aqui jairbolsonaro  será que dá pra entender que os idosos não estão mais no grupo de maior risco que as vacinas vão proteger o trabalhador que está morrendo,0.7326733,0.12412393,0.5125628,0.34042552,0.15652174,0.38053390000000004
kempao futebol é tão seguro mais tão seguro o corinthians tem um time contaminado o américa já tem  o problema que a covid esta afetando o desempenho dos atletas,0.16957103,0.10279001,0.5125628,0.23252936,0.13884786,0.29045928
stfoficial os ministros do stf destruíram a federaçãoisso é fatoas mortes por covid é culpa deles,0.88135594,0.5080112,0.8082596,0.6938776,0.6506725,0.68898976
bolsoregrets isso é gânglio e a pessoa tá com probleminha no sistema linfático o q aí já é um problema dela q ela tem q tratar nela ali né e inclusive é sinal de q a vacina funciona pq é resposta imunológica de alguma forma,0.23653066,0.2569043,0.44540387,0.4028394,0.30171440000000005,0.45039085
andré motta ribeiro tem um currículo invejável em sua caminhada como médico mas ao falar que sc está tranquila com relação ao covid expõe uma dúvida ou é louco ou mentiroso,0.27519032,0.6256215999999999,0.41341805,0.79305154,0.6526706,0.8408602
dadsecular eduardoclivati bbcworld sim ele disse e disse mais disse que todas as previsões feitas por ele sobre a covid ele acertou todas uma das suas previsões era de que não passariam de  mortes causadas pela covid no brasil desde então não temos um plano de combate nem rastreio testes e nem vacinas,0.7326733,0.10728156,0.24456978,0.22386275,0.13884786,0.15630773
oh covid por favor eu não aguento mais só quero ir pra um rodízio de pizza mas minha mãe não me deixa sair de casa,0.22395833,0.22129783,0.15686275,0.3372948,0.15652174,0.23998920000000004
perdi um tio pro covid ano passadonhoje recebi a notícia que uma ex colega de trabalho se foi tambémnvejo mortes todo dia convivo com pessoas próximas que pegaram mais de uma vez até mas perder alguém é realmente diferente,0.88135594,0.25233679999999997,0.49967274,0.44411853,0.38898438,0.3219697
um negócio muito louco que eu tenho notado nas publicações do genocida é que nem os robôs estão dando conta de conter a fúria do povona grande maioria dos comentários é cobrando vacinas e criticando suas falasnnpelo menos issonnbolsonarocoveirodobrasil,0.6384173000000001,0.43261819999999995,0.70952344,0.6152542,0.3636663,0.71376973
gzhdigital alguém sabe como anda aquela vacina  promissora que o astronauta estava trabalhando heim,0.13582267,0.17263843,0.33139250000000003,0.2970487,0.13981588,0.45039085
oatila como disse o pr la na casa sua mãe tem vacina pra vender,0.52348995,0.41745284,0.5125628,0.60410786,0.6537358,0.68898976
seeyouinagony passei covid pro cesar,0.07751938,0.021793432999999997,0.022494247000000002,0.027010374,0.028609087999999998,0.02242368
o alerta da oms europa para o fim de ciclo de descida de novos casos de,0.090261206,0.010507881,0.14343217,0.06813637,0.028319996,0.048956458
taschnernatalia emeryfs marcelonleite leandrotessler lobolele mellziland bollemdb dogarrett binerighetti lorenagbarberia hertonescobar  gabilotta veramagalhaes marivarella paulolotufo otavioranzani mbittencourtmd pauloboggio pilatironaldo virologyfamerp ethelmaciel compreendendo o evento adverso da vacinansistema de relatório de eventos vaersncoronavirus covid   beattricendogarrett ethelmacielntaschnernatalian,0.07751938,0.035083745,0.020940252,0.0452472,0.049459875,0.050847456
uma pena o wesley e guilherme santos fora pela covid,0.52348995,0.22129783,0.25379667,0.4028394,0.32804233,0.3425
senadorkajuru  o vigésimo sexto no número de contaminados  é o país q mais vacina no momento  virou o centro  intervenção internacional  vc deve beber água de privada,0.8367346999999999,0.38077688,0.6052632,0.5796045999999999,0.50714284,0.5892499
bolsonaro é tão ruim que nem a covid quer ele,0.52348995,0.577508,0.79666793,0.800372,0.50714284,0.8395969000000001
teria feito da mesma forma diz  do ministério da saúde sobre pandemia  brasil  valor econômico  coronavirus,0.2877095,0.024202977999999997,0.1529544,0.05652929,0.060686015,0.050847456
traição comprar fora alegaramimpossível passar a fabricar noutros laboratóriose outras balelas hoje ce até já admite importar vacinas da índia ou seja de como não paga ser mais papista q o papa e de como tardar em abrir patentes custa vidas,0.52348995,0.35398229999999997,0.8082596,0.55028284,0.50714284,0.63734776
ai me deparo com um acompanhante do leito  me perguntando se eu acho que é verdade toda está história de covid,0.07751938,0.10279001,0.022875817000000003,0.08470168,0.060686015,0.042022067999999996
vempraruabr jairbolsonaro interessantepra quem defende a economia eu também acredito que todas as atividade que com a receita o indivíduo se alimenta e alimenta a família são essenciais e justamente acredito que você sr presidente jairbolsonaro deveria  ter sido o pioneiro na compra de vacinas,0.1489161,0.021832807000000003,0.11508765,0.08244847,0.060686015,0.11807784
jovempannews os governadores já embolsaram todo dinheiro destinado às vacinas vão comprar como agora,0.15672714,0.021832807000000003,0.15141243,0.08244847,0.054680455,0.09009191
esse cara e todos seus capangas já tomaram a vacina né porque não é possível todos sempre sem máscara,0.72997373,0.6599271,0.6052632,0.800372,0.6696890999999999,0.79079497
acordar  da manhã pra fazer exame de covid é doença,0.110372536,0.10279001,0.076876536,0.33335033,0.13884786,0.3095348
exatamente o que eu disse ontemnnalguém tem que explicar o porquê stf governadores e prefeitos querem que aquele que ele denominaram genocida assuma o combate à pandemiannnão eram eles que salvavam vidasnn,0.76106197,0.41745284,0.795539,0.6105139,0.50714284,0.71209204
alrn renova estado de calamidade pública em oito municípios do rn  estuda reabrir posto covid no via direta  álvaro dias anuncia instalação de “hospital dia”,0.3900675,0.1056004,0.15497388,0.08244847,0.13884786,0.07987065
se não fosse o covid iriamos ver a wanda dnvo em maio,0.24242021,0.10279001,0.15141243,0.15809613,0.120946474,0.12800908
lockdown favoreceu nova cepa de  no am diz estudo,0.07751938,0.010507881,0.022627756000000002,0.021815902999999998,0.025737762,0.016535887
pinto covid vos decis,0.07751938,0.67173254,0.053289764,0.43729255,0.50714284,0.45039085
putaria pra vacina acontecernfala que não tem pra todos eu pronto,0.73312485,0.902193,0.6944838000000001,0.86052006,0.8429054,0.71611255
engraçado é que só tem covid nas nossas diversos baresshopping praia etc pq não manda fechar o brt por aglomeração é fd,0.2877095,0.26908472,0.17409423,0.28004074,0.2883948,0.25048503
tá arriscado o cara morrer de fome e chegar no hospital e falarem que foi a covidnnteoricamente foi,0.88135594,0.41589272,0.44622365,0.67093515,0.5155215999999999,0.45039085
jairbolsonaro eu só queria minha vacinanmas tu não  facilita,0.4653846,0.14018334,0.25811672,0.28004074,0.32804233,0.22438253
bdsp deveria fazer manifestação pela compra de vacinas e acelerar o processo de vacinação campanha pela vida e não provirus,0.45890367,0.10279001,0.36475409999999997,0.16477858,0.13884786,0.21493441
se é que vai ter corrida aqui com esse covid,0.5909398,0.41745284,0.44841298,0.49342242,0.40136054,0.45039085
números continuam a cair em vila do conde  caxinas tv informa  via wordpressdotcom,0.2877095,0.16438302,0.30046695,0.28004074,0.13884786,0.3320634
incrível é que a direita do brasil sempre citou a nova zelândia e a austrália como países de sucesso pois então a nova zelândia com apenas  caso ativo resolveu fazer lockdown a austrália mesmo sem mortes por covid desde janeiro não reabriu o pais para receber extrangeiros,0.7104596,0.1298077,0.8082596,0.4028394,0.15652174,0.36660117
a vacina não chegou para todos porém não podemos esquecer que nossas  ações determinam o futuro de muita gente principalmente a vida então temos que ter responsabilidade social  vamos respeitar normas e o protocolo de isolamento social  bdmg,0.23179075,0.047250118,0.090577014,0.055042017,0.060686015,0.036201455
jairbolsonaro caixa a janela para a compra da vacina foi perdida devido a sua morosidade e falta de liderança e temos concorrência de outros países vc vai entrar para a história como o pior presidente lula saiu com aprovação de  e vc  o que vc fez pelo brasil até agora,0.4653846,0.39171696,0.72678506,0.74095196,0.50714284,0.71611255
ano de pandemia e o ser que está na presidência ainda está falando de imunidade de rebanho e cloroquinanenquanto ele e sua família já tomaram vacina,0.5892841,0.24774602,0.5735269000000001,0.49002472,0.40136054,0.63734776
mribeirodantas otavioranzani jamacurrent concordo com vc estudo negativo é msm mto importante caso tenha como hipótese algo razoavelmente condizente com o conhecimento científico daquele momento exemplo exagerado precisamos d estudo p testar se alho cura covid,0.23031962,0.21876338,0.15141243,0.36838958,0.32804233,0.45651140000000007
uol antes quandonantes das variantes como o agripino dória feznnantes de não terem sido fabricadasnnbrasil imunizará lgrande parcela da população que precisa ser no momento certonnmas vacina não é tratamento variações dos vírus estão aí e este lockdown insano ressuscitou a sars,0.52348995,0.1298077,0.38126993,0.3342882,0.14694634,0.45039085
meu chefe pedindo pra eu ficar com o carro da empresa porque os dois motoristas estão com suspeita de covidnneu não sei dirigir,0.24704295,0.10279001,0.15194999,0.14808415,0.108875185,0.19674085
mesmo sendo assintomático no meu caso de covid após exames descobri que meus pulmões não estão legal tomem cuidado amiguinhos com  anos tive sequelas no pulmão imagina seu avó com,0.22395833,0.10279001,0.14933942,0.099415205,0.13437413,0.07740035
homem com  passa a mão em maçaneta de carros e é levado para delegacia,0.4653846,0.10279001,0.15469313,0.17981401,0.13884786,0.15586165
monark incrível é que a direita do brasil sempre citou a nova zelândia e a austrália como países de sucesso pois então a nova zelândia com apenas  caso ativo resolveu fazer lockdown a austrália mesmo sem mortes por covid desde janeiro não reabriu o pais para receber extrangeiros,0.57596135,0.19222046,0.8082596,0.47102526,0.32804233,0.45039085
enquanto isso no canadá as feiras de artesartesanato irão voltar sem aquele medo de vc pegar covid nah saudades feiras,0.42514140000000006,0.045735303,0.14596169,0.099415205,0.13884786,0.05568478599999999
eu a tentar perceber quando é que a segurança social me vai pagar as semanas em que tive covid,0.4653846,0.058432654,0.15141243,0.081541486,0.09130009,0.050847456
jeffmuhambeee essa vacina fizeram na tua zona,0.47791976,0.16968709,0.15440883,0.28004074,0.15652174,0.29321072
saudeniteroi vacina aos sábados pq reter vacinas nos finais de semana vcs estão com vacinas em caixa nos vacinem descansem domingo o vírus não descansa vcs já estão vacinados nos  não,0.6130147,0.05697621,0.291615,0.28409090000000004,0.1833067,0.22086771
brasil deverá somar mais de  milhões de vacinas até o fim de abril,0.4653846,0.10279001,0.5125628,0.20871067,0.15652174,0.21493441
após registrar recorde de  mortes pela  na  feira  e novo recorde de  na  feira  o brasil teve ontem   óbitos confirmados em  pelo ministério da saúde    poder saude politica noticias,0.7326733,0.112161405,0.28096140000000003,0.1902598,0.13884786,0.15690134
por causa das novas variantes do víruso reino unido planeia voltar a vacinar toda a população no outono com vacinas que ataquem essas variantesdesenvolvidas a partir das tradicionais pelas mesmas farmacêuticas nós no outono não estaremos todos vacinados,0.69469553,0.021832807000000003,0.3154147,0.08297297,0.13884786,0.050847456
simonedobrasill  carlosmoises sem vacina e sem,0.104981646,0.04644781,0.15141243,0.099415205,0.13884786,0.19114460000000003
nopontodofato  não só covid,0.0977252,0.1298077,0.043209877,0.13020042,0.12253002,0.13266167
os maiores pesquisadores do mundo em busca de vacinas realizando ensaios clínicos para reposicionamento de medicamentos mas quem entende sobre tratamento da  é o paraquedista,0.38785046,0.10279001,0.40234128,0.30127183,0.13884786,0.45039085
crl mt gente p tomar a vacina,0.50401384,0.5767635,0.15686275,0.45406009999999997,0.43374836,0.3425
eusousamir  seus amigos tem alguma ligação com saúde cuidadores asilo ou hospital a fase para adultos sem riscos que não são essencial workers só começa em agosto eu moro em toronto e aqui tá super atrasado,0.20094089,0.04220739,0.15686275,0.16477858,0.060686015,0.21188805
bom dia tenho que fazer teste covid mas a minha cidade não para de chover e tenho pavor de dirigir na chuva ndica do dia não dirija,0.49180743,0.1298077,0.29694322,0.099415205,0.15573254,0.15549238
meus pêsames morte logo após a vacina isso está se tornando corriqueiro só agora pela manhã seu relato já é o segundo vou começar a contabilizar isso,0.9111111,0.35398229999999997,0.45879307,0.6115074,0.6394558000000001,0.4191135
ulissesmaia não reclamem dos prefeitos e governadores esses decretos só são necessários por causa da letargia minion  se não sabe o q significa é um bom momento pra ler um livro e se informar do genocida em adquirir vacinas para a população,0.7326733,0.2472224,0.68623275,0.54238683,0.40136054,0.63734776
a primeira contrapartida das medidas de restrições deveria ser a publicação no do de compras de lotes de vacina pelo município e pelo estado do rio de janeiro não dá pra confiar naquele que diz que “é frescura e mi mi mi”,0.22395833,0.41745284,0.36475409999999997,0.29748675,0.18116336,0.32477203
pandemia faz «descarrilar conquistas de igualdade»,0.2877095,0.032018404,0.15283602,0.082242146,0.060686015,0.07893167
mariaracingp eu também acho que sim e eu quero ir mas acho que é preciso aprender com os erros que foram feitos anteriormente não é porque a situação do covid vai estar melhor em abril do que em outubro que devíamos facilitar e voltar tudo ao “normal” só espero que haja consciência,0.22462086,0.10279001,0.15334743,0.08244847,0.12473868,0.07721277
o covid vai fazer um interregno,0.26597318,0.12706998,0.15141243,0.2139616,0.13884786,0.15700741
tô tão burrinha ultimamente que tô com medo de ter pegado covid assintomática e agora estar enfrentando as sequelas neurológicas,0.52234393,0.7994856,0.5125628,0.800372,0.6696890999999999,0.80649036
capa ‘chega de frescura e mimimi’ diz bolsonaro sobre pandemia,0.69014084,0.5120568,0.6052632,0.67148936,0.50714284,0.68898976
bdsp esse bloqueio demonstra o cúmulo do egoísmo e a falta de empatia com a dor das famílias de quem foi vítima da covid  vai na contramão do quê o mundo está fazendo,0.7326733,0.22129783,0.5125628,0.54238683,0.34962407,0.4808853
andrefernm  leitos não vacinas sim,0.12629813,0.10279001,0.15686275,0.17081134,0.110239096,0.22021419
pcoelhorabbit speraltalisboa maldita religião covid,0.07751938,0.90261626,0.9520958,0.86052006,0.8429054,0.8543771000000001
flytomocha cherrygumms uol mas pelo visto ele acha q o dinheiro público é p comprar mansões p os filhotinhos de satan pq ele disse que se os governadores comprarem vacinas quem vai pagar é ele,0.7216931,0.4928424,0.7366411999999999,0.6580925999999999,0.65957445,0.6701863
elizialeite  começa pelo seu estado governador se tomou vacina no município vai pro prefeito,0.7326733,0.021832807000000003,0.24000677,0.095332325,0.08548858,0.080228396
lfponde é um vírus que precisa de vacina também,0.17634566,0.10995607,0.15686275,0.4028394,0.13884786,0.45039085
senalessandro pois eu vou te avisar que ninguém aprendeu sobre isso e vcs políticos são os grandes culpados se acovardaram e deixam esse monstro fazer o que quernisso só vai se resolver no quebra quebra e muita gente ainda vai morrer de covid e nos confrontosnesteja certo disso,0.9402107,0.67173254,0.795539,0.800372,0.69486266,0.79079497
inem recebeu menos pedidos de socorro em,0.12876643,0.021832807000000003,0.041779984,0.08244847,0.0529597,0.08683198
tatinefertari jairbolsonaro em qual supermercado se compra vacina a anvisa foi fechada o parlamento já autorizou a compra sem pré teste bunda vermelha boca aberta,0.71069086,0.9018421999999998,0.7366411999999999,0.86052006,0.8618663000000001,0.79079497
lhmandetta você matou milhares com seu só vá ao hospital se sentir falta de ar quer vacina venha no meu bairro lá está sobrando e nem fila tem pra tomar  seu verme,0.92975205,0.8315508,0.8082596,0.86052006,0.8466759,0.9091683
mano o pastor perdeu a esposa pro covid nao tem nem um ano e ja ta casado dnvnnnao tem nem um ano ao alguns mesesnnvei nmrl,0.10695187,0.35398229999999997,0.5220592000000001,0.35857266,0.34946394,0.3425
jairbolsonaro cadê as vacinas,0.07751938,0.021832807000000003,0.043209877,0.08244847,0.060686015,0.15522894
depois da  a tendência será passar meses num cruzeiro,0.16039822,0.015255107,0.032025605,0.038852096,0.02917772,0.029333333
elza soares toma segunda dose da vacina contra a covid e lamenta mortes  fama,0.8367346999999999,0.22129783,0.21408094,0.54238683,0.34962407,0.4217906
elishbajoachim electricfood mlopes notese que as patentes necessárias para produzir as vacinas covid não são apenas as que eventualmente tenham sido registadas no último ano nem são apenas patentes de vacinas,0.04039039,0.0,0.008688577,0.012811388,0.0063849124,0.008545636
o colega ria das vacinasnfalava que ia esperar o povo tomar primeiro e morrer pra depois pegar covid ser e tu ado e eu ainda tenho que ter empatia,0.9407063,0.5767635,0.8082596,0.7411265,0.6696890999999999,0.68898976
esse fdp nem tinha que tomar vacina,0.7326733,0.95580274,0.80114454,0.93427813,0.94820637,0.9520155
blog do lauriberto ceará tem nesta sexta  doentes com coronavírus,0.2877095,0.38218933,0.6052632,0.5676274,0.40136054,0.6756204
fazer as coisas só pensando em palanque da nisso jdoriajr falar de vacina e política não dá certo faça uma coisa de cada vez,0.43274385,0.10279001,0.45674914,0.22116159,0.118190534,0.3061098
pode ter certeza que a vacina será anual,0.226865,0.021832807000000003,0.04013637,0.051756233,0.060686015,0.050847456
bolsonaro critica contrato com pfizer mesmo após ministério formalizar intenção de compra de vacinas msnbrasil,0.16374269,0.021832807000000003,0.15333074,0.10677311,0.060686015,0.21493441
em live bolsonaro promete mais  milhões de doses de vacina até abriln,0.2877095,0.088385135,0.29210383,0.19107725,0.13884786,0.21749397
e mesmo diante desses números astronômicos ninguém faz nada estamos sendo destruídos sosbrasil forabolsonaro vacinaja vacinaeimpeachment vacinaparatodosja coronavirus,0.7326733,0.1298077,0.29694322,0.4028394,0.32804233,0.45039085
fato   se o brasil tivesse mais vacinas muitas vidas teriam sido salvas,0.36572567,0.10279001,0.6052632,0.21255055,0.15652174,0.22391750000000002
revistaoeste empurra vacina na galera só pra eu ver qual será a desculpa por não abrirem o comércio,0.7353154000000001,0.28305507,0.44718346,0.46227238,0.3596966,0.45039085
uvvoficial nvilavelhaesnmeccomunicacaonminsaudenncomo assimna vacinação contra covid tem que ser ofertada aos acadêmicos de medicina que exercem atividades em unidades de saúde e hospitaisnresolução cib,0.07751938,0.013097445,0.047130484,0.038852096,0.028962236000000002,0.028465398
europa e eua têm mais mortes por habitantes que o brasil em razão do,0.88135594,0.22129783,0.9133127000000001,0.6143422,0.50714284,0.45039085
flaviocostaf jairbolsonaro já imaginei um nome bem sacaneador pressa vacina bolsonautacina bomdia  coronavirus,0.6338933000000001,0.7682406999999999,0.7366411999999999,0.71304905,0.6641491999999999,0.71611255
alvarodias cidadão coloca toda a filmagemncoloca todo o contexto ncoloca os contratos de vacina feitos pelo ms nvai trabalhar cara,0.21618484,0.057397418,0.15289614,0.15226126,0.060686015,0.17039312
annaeso serviço de apoio psicológico online gratuito com recursos do bodynamic® para o atendimento de profissionais de saúde e funcionários que estejam em contato direto com os pacientes com  clicando no link abaixon,0.07751938,0.010507881,0.022356449,0.012811388,0.016024657,0.0148573145
saudeniteroi séc saúde e prefeito vacinem aos sábados existe vacina em caixanvírus adora aglomeração dos sábados vamos brigar com ele não parem aos sábados isso é inconsequência de vcsvírus não vota o povo vota e precisa ser imunizado e vivernos vacinem  qualquer dia da semana❗,0.76106197,0.2568915,0.6052632,0.54238683,0.42554727,0.4808853
mídia ainnn o bolsonaro não está fazendo nada pra acabar com a pandemia n isso a rede esgoto não vai te mostrar em junho de  bolsonaro já negociava com a índia pelas vacinas,0.49957470000000004,0.22129783,0.6853544,0.54238683,0.34962407,0.5637426999999999
na minha terra tem um ditado que diz farinha pouca meu pirão primeironne tem gente achando que tem vacina sobrandonncuidado pra não cair em mais uma narrativann,0.36052024,0.27001640000000005,0.29522723,0.336438,0.32804233,0.3009095
o covid é um ótimo motivo para não ter esperanças em nada ter o presiden e que temostvm,0.14069499,0.09840383400000001,0.15141243,0.16477858,0.113906965,0.22428499
jairbolsonaro queremos vacina para poder trabalhar cadê as vacinas presidente,0.16374269,0.10279001,0.15640639,0.19281512,0.13884786,0.29107538
um ano depois é ainda ouço que o covid é uma treta que se estão a cagar para as restrições e confinamento looooool,0.23918302,0.95862037,0.73569804,0.91408587,0.8821053,0.8543771000000001
programa de vacinação contra o covid   cadastrados   ☑️ vacinados    cadastrados em relação a população do rn     vacinados em relação a população do rn    vacinados em relação a população cadastrada no vacina,0.2877095,0.053134218,0.24547468,0.099415205,0.12556936,0.1566505
janainadobrasil apesar de confiar no governo bolsonaro me entristeço com a morosidade e a ausência de acordos internacionais para aquisição de outras vacinas somos  de brasileiros será que isto pelo menos não apavora o governo,0.22395833,0.10279001,0.44832173,0.28004074,0.13884786,0.31016195
o covid acabou nos eua,0.07751938,0.021832807000000003,0.15141243,0.07558884,0.02917772,0.050847456
brasil pode virar celeiro de variantes do coronavírus,0.22395833,0.021832807000000003,0.36286473,0.09505432,0.09037799,0.090561405
augustodefranco vamos fazer algo enquanto não podemos ir às ruasnncolar cartazesncolocar faixasnfazer carreatas organizemnnvamos pressionar n☆por vacinasn☆pela cpi da covid atuação de bolsonaro e pazuellio na pandemian☆pelo mpeachment de bolsonaro nnem sp o cartaz fala direto ao povo,0.4653846,0.1298077,0.3201392,0.21986686,0.15652174,0.25503904
rock in rio é adiado para  devido a pandemia do novo coronavírus  pandemiacoronavírus rockinrio rockinrioadiado rockinriobrasil,0.23192893,0.13788228,0.25984633,0.28036523,0.32804233,0.22392946
a lá a pessoa fazendo pole dance e ballet na panddmia com uma máscara de bosta de panonaí depois pega covid e vem com papo de não tava fazendo nadansei,0.2877095,0.8315508,0.48515475,0.749373,0.6696890999999999,0.71376973
qua do bate uma dor de cabeça e um pigarro na gargantanserá se eu tô de covid,0.9388552,0.5990392,0.46088457,0.7124183000000001,0.6696890999999999,0.6424403000000001
grávida é grupo de risco em tudo menos em covid ne pq nunca priorizaram q gente em teste de vacina nenhumnnsó eu sei o medo de pegar e prejudicar o bebê que eu tenho gttodos os diaslt,0.7326733,0.14921057,0.37514040000000004,0.28106809999999993,0.32804233,0.21493441
mandaramme mensagem para ir apanhar vacina do covid,0.88135594,0.46014494,0.47474048,0.5513085,0.50714284,0.45039085
elishbajoachim electricfood mlopes o que parece estar em causa é haver gente que quer acabar com as patentes  sem elas ninguém vai investir em  elas não estão a impedir a produção de vacinas,0.45237872,0.03676453,0.15686275,0.13627936,0.11389063,0.11374355
wandermanbr tá errada eou a vacina não funciona quando faz algum efeito é pra matar,0.96800303,0.5767635,0.7174399,0.7582976,0.6696890999999999,0.63412845
crente no meu insta usando cena dos simpsons pra indagar que a crise do  é falsa isso mesmo campeão a vacina é a marca da besta,0.38987659999999996,0.28295517,0.36475409999999997,0.40549594,0.32804233,0.45039085
estados da ue não tinham planos de crise para violência doméstica,0.69541913,0.045317527,0.31839636,0.16495012,0.07931579,0.12449087
vídeo bolsonaro veta compras de vacinas por estados e municípios,0.39568502,0.10279001,0.44684577,0.20225927,0.21165370000000003,0.21505700000000003
senadorkajuru jussaracrispim os outros país vao pressionar o brasil porque todo o mundo está vacinando para evitar o surgimento de novas cepas e o brasil esta fazendo de tudo para mutar o vírus e tornar as vacinas ineficazes o que acha que vai acontecer com o brasil quando eua e ue virar o canhão para cá,0.52348995,0.11914342,0.63672405,0.34042552,0.15652174,0.45039085
bdmg nao sou morador de pedro leopoldo so entendo que a prefeitura nao tem culpa se as pessoas aglomeraram ou fizeram uma fila para tomar a vacina se eles tem um numero x de vacina e aparecem um numero y de pessoas o de esta a culpa a prefeitura nao pediu para fazer fila,0.39638788,0.11958103,0.48324063,0.2659228,0.13884786,0.22357768
taschnernatalia emeryfs marcelonleite leandrotessler lobolele mellziland bollemdb dogarrett binerighetti lorenagbarberia hertonescobar  gabilotta veramagalhaes marivarella paulolotufo otavioranzani mbittencourtmd pauloboggio pilatironaldo virologyfamerp são enganosas as postagens em redes sociais q dizem q  pessoas teriam morrido nos eua por causa da vacinação contra a  informa q não confirmou nenhuma mortencoronavirus covidndogarrett ethelmacielntaschnernatalian,0.8367346999999999,0.51239395,0.67787665,0.56829196,0.50714284,0.6085303000000001
aff sonhei que tinha tomado vacina,0.2877095,0.81767654,0.27323303,0.67148936,0.6579971,0.5762694
jovempannews todo mundo agora sabe de covid estão pressionando o pazuello pra tudoolha que esse sintoma é dinheiro tetinha cecapazuello esta certo  atende todos mas nao responde nada  abraço pazoello,0.5294244,0.8471953999999999,0.6982670999999999,0.800372,0.6696890999999999,0.68898976
bdsp michele aqui no guaruja sp tá um jogo de empurra minha filha tá com suspeita de covid daí o posto de vicente de carvalho não faz o exame diz que tem que esperar uns  dias  manda pro guarujá e quando chega lá não fazem o exame por que diz que já passaram  semanas,0.52348995,0.22129783,0.33373234,0.28004074,0.32804233,0.33679122
todo dia eu acordo e me assusto mais ainda com as notícias referente ao covid os hospitais estão lotados e as pessoas estão morrendo isso é muito triste,0.75792724,0.12648399999999999,0.31515947,0.31997517,0.15652174,0.21493441
brasileiro é foda joão dória quer fazer lockdown e providenciou a vacina para o brasil e querem seu impeachment o outro tá cagando pra pandemia mas fala o que a maioria quer ouvir e tá ok,0.7326733,0.9611383,0.9520958,0.9532164000000001,0.9606127,0.9156950999999999
jairbolsonaro filho da puta compra vacina que todo mundo volta a trabalhar,0.4653846,0.95975715,0.8568281999999999,0.96391594,0.9606127,0.96336997
essas são essas vacinas que qnd te picam secas um lado,0.16374269,0.10279001,0.041169997,0.16477858,0.13884786,0.15541774
parou o hóquei do sporting o desafio do regresso a uma realidade incontrolável  aparcomomundo,0.22087759,0.116332926,0.15416779,0.16307366,0.13884786,0.21672441
subtenenteedgar se essa vacina fosse boa não precisaria ser obrigada a tomar com certeza toda a população mundial iria querer tomála,0.5180816,0.22129783,0.6052632,0.28249136,0.31779072,0.3425
precisamos de vacina,0.07751938,0.0027013329999999998,0.009478673,0.012811388,0.015795702,0.006760375600000001
bolsonaro é uma ameaça ao mundo à civilização e à espécie nno brasil representa  na alta de infectados por  no mundo puxou a alta mundial dos casos conforme dados do site our world in data com estatísticas da universidade johns hopkins eua,0.8367346999999999,0.41745284,0.85586315,0.67148936,0.5947631999999999,0.71376973
paz saúde vacinas eficazes para todosrápido china e oms tem que pagar pelos seus crimes,0.44268644,0.026807337999999997,0.7366411999999999,0.54238683,0.06385337,0.3425
pau quebrando na mant por conta da vacina,0.8367346999999999,0.8481818999999999,0.25613746,0.800372,0.81906617,0.66299754
seria muito importante a divulgação do número de óbitos de pessoas acima dos  depois que foram vacinadas nnserá possivel que a faixa etária tenha modificado para mais jovens ou ainda não deu tempo da vacina fazer efeito nnlembrando que uma delas só é uma dose,0.52348995,0.10279001,0.24859022,0.099415205,0.13884786,0.08989487
quantos leitos de covid se faz com  doriagenocida,0.42744344,0.46395913,0.7366411999999999,0.54238683,0.50714284,0.68898976
