text
jair bolsonaro n“onde tiver vacina para comprar nós vamos comprar eu não estou negando o vírus muito pelo contrário estou dizendo que temos que enfrentar os problemas se todo mundo ficar em casa vai morrer todo mundo de fome”
rconstantino bordel é o palácio do planaltone a dona do puteiro está dando chilique ncadê as vacinas seu merdanahhh vc já se vacinou e fica aí recebendo verba pública da secom pra falar merda
ildeubasilio crikasetembro elizialeite  tbm fiquei nessa dúvida a cardiologista do meu pai me orientou “a vacina pode dar reação sim e é opcional se ele pegar o vírus o sofrimento será muito maior”naí decidi vacinar ele com  anos e não teve nenhuma reação com astrazeneca
jairbolsonaro compra as vacinas bolsonaroncadê as vacinas bolsonarononde está as vacinas bolsonaronvacine a população bolsonaronsão mais de mil mortos por dia sem vacinas bolsonaronvacina vacina vacina vacina e nqueremos vacinas bolsonaronninguém aguenta esperar as vacinas bolsonaro
presidente do senado diz esperar que ministério demonstre com ações que não é negacionista  política   
a hipocrisia do poder público no combate à  é o retrato falado de um governo de merda
hospitais recebem verbas extras quando a internaçao é por covid ditadoria corta milhões da saúde hospitais necessitam das verbas casos de covid explodem é silogismo que fala
 a conta e todo esse crescimento dos casos de covid está sendo paga pelos comerciantes e ficaram de portas fechadas por duas semanasnse você tá chegando agora para ficar com a gente conferir o que é essencial ou não essencial afinal
marcelofreixo jairbolsonaro uma das raras vezes em que concordo com o presidente chega de mimimi bolsonaro para de dizer que não pode fazer nada vai buscar vacina manda o pazuello centralizar esforços o ministro das comunicações fazer campanha vai trabalhar vagabundo
dois assessores de um mesmo senador morrem de   famílias continuam sendo destruídas infelizmente bolsonaro não se trata de apenas uma simples gripezinha quando contará isso aos seus eleitores
tem q se fuder e morrer de covid simples 
italobenassi  se tudo der certo da pra dar essa vacina letal em varios em
veja as falas de bolsonaro sobre as vacinas contra a     política   m 
eumanosilva significado de variantennadjetivonque varia que muda que tem capacidade de se alterar variávelque se afasta de um modelo ou padrãonnsubstantivo femininono que resulta de uma variação ou do afastamento de um padrão o coronavírus e suas variantes
jairbolsonaro compra as vacinas bolsonaroncadê as vacinas bolsonarononde está as vacinas bolsonaronvacine a população bolsonaronsão mais de mil mortos por dia sem vacinas bolsonaronvacina vacina vacina vacina e nqueremos vacinas bolsonaronninguém aguenta esperar as vacinas bolsonaro
sandrocezzar  vitorsergio de querer fechar tudo quando a vacina chinesa chegou só sabiam mandar um chupa bolsonaro e etcagora ficam com esse papinho de fecharcomo se estivessem preocupados com vidas tudo hipocrisia né senhor vitorsergio 
gustavocastanon o reinaldoazevedo fala em um ncovidnuncamaisncom os nomes e sobrenomes de todos os iresponsáveisnpra ficar na história
 brasil tem  mortes em  e passa das  mil  não podemos baixar a guarda não podemos também carregar essa culpa fiqueemcasa usemascara usealcoolgel laveasmaos distanciamentosocial vamos cuidar pelo menos das pessoas que amamos
então nas cabeças dos esquerdopatas da extrema imprensa e dos supremos militantes só tem vacina disponível pro brasil e bolsonaro q não quer comprar pro resto do mundo não tem mas pra gente tá lá prontinha já ah merkel disse q não vai tomarn
prefeita de rancho queimado fala sobre tratamento precoce adotado contra a   via ndmais
agora o nosso excelentíssimo presidente dizer que isso tudo é mimimi vai toma no cu bolsonaro eu já perdi meu tio e amigo e familiares por causa da covid seu presidente arrombado do caralho
senoriovisto  o senado tem se apresentado covarde e inútel espero que a cpi seja para investigar governadores e prefeitos pq é  deles toda e qq responsabilidade de mortes por covid e possíveis desvios de recursos públicos enviados pelo gov federal
ricamconsult a imprensa precionava para o presidente comprar e liberar vacinas mesmo sabendo que por lei ele não poderia fazerassim se ele o fizesse seria caçado só agora o congresso aprovou uma emenda constitucional para isso vocês menosprezam o povo mesmo
danfroes guuhdoug  rconstantino a forma de dar feedback de cada um é o tato com o trato pessoal uma é política o outro é um tio ouro apesar de tudo entendi o que ele disse mesmo não concordando com a forma de dizer sobre as vacinas os labs não estão conseguindo atender a demanda mundial
dialogaremos sobre covidegênero na apresentação da última edição da revista pensamentoiberoamericano que analisa o impacto diferenciado da pandemia nas ️  ️rgrynspan mnvonumujeres leire pajín isglobalorg e manzanocrn ℹ️  
augustodefranco se não fosse a vacina do butantã não haveria a de oxford no brasil essa última só foi viabilizada após a largada na frente da vacina “do dória “
felicioramuth prefeito a reportagem de hoje the ovale vai contra seus argumentos e é motivo de grande preocupação 
 testes feitos  positivo nja tamos free covid amen 
  ano graças a deus não pegamos e nem minha mãe que limpa farmácia e a sala onde faz os testes de covid
até  negativismo tem limite ou ele sai ou morremos   forabolsonarogenocida 
jornaloglobo vai empenhar essa merda para que compra a porra da vacina e para de frescura caralhouuuuu é a vacina que vai resolver e em massa e não spray sem eficácia comprovada e ou divulgada
janainalimasp vempraruabr vai comprar vacina jairbolsonaro vai comprar vacina vai comprar vacina vai comprar vacina vai comprar vacina jairbolsonaro vai comprar vacina vai comprar vacina jairbolsonaro vai comprar vacina vai comprar vacina vai comprar vacina jairbolsonaro vai comprar vacina
com tramp eua vive dias de caos em relação as mortes por  nncom biden nnentendedores vão entender 
silviocfilho cara a vida continua assim como o presidente nós lamentamos todas as mortes seja por  seja de fome seja de acidente de trânsito há o momento do luto mas pra quem ficar a vida tem que seguir
a animação pro sextou tá lá embaixo cadê essas vacinas
monark bora bater uma aposta vai dar de transporte público hoje duas vezes por dia em horário de pico e vamo ver em quantos dias vc pega covid falar merda desse jeito é fácil no conforto da sua casinha de boy pedindo ifood e maconha delivery 
bom dia ismael esse video do ônibus reflete o perigo que corremos todos os dias e vemos que não tem nenhuma fiscalizaçãonaglomeraçãodistanciamento social não existe para mim o foco de covid esta no ônibus e no metrô tbm vcnojm
