languages,detectedLanguages,SEVERE_TOXICITY.spanScores,SEVERE_TOXICITY.summaryScore.value,SEVERE_TOXICITY.summaryScore.type,INSULT.spanScores,INSULT.summaryScore.value,INSULT.summaryScore.type,IDENTITY_ATTACK.spanScores,IDENTITY_ATTACK.summaryScore.value,IDENTITY_ATTACK.summaryScore.type,THREAT.spanScores,THREAT.summaryScore.value,THREAT.summaryScore.type,PROFANITY.spanScores,PROFANITY.summaryScore.value,PROFANITY.summaryScore.type,TOXICITY.spanScores,TOXICITY.summaryScore.value,TOXICITY.summaryScore.type
['pt'],['pt'],"[{'begin': 0, 'end': 85, 'score': {'value': 0.849556, 'type': 'PROBABILITY'}}]",0.849556,PROBABILITY,"[{'begin': 0, 'end': 85, 'score': {'value': 0.9156951, 'type': 'PROBABILITY'}}]",0.9156951,PROBABILITY,"[{'begin': 0, 'end': 85, 'score': {'value': 0.9133127, 'type': 'PROBABILITY'}}]",0.9133127,PROBABILITY,"[{'begin': 0, 'end': 85, 'score': {'value': 0.35512498, 'type': 'PROBABILITY'}}]",0.35512498,PROBABILITY,"[{'begin': 0, 'end': 85, 'score': {'value': 0.95281553, 'type': 'PROBABILITY'}}]",0.95281553,PROBABILITY,"[{'begin': 0, 'end': 85, 'score': {'value': 0.9399722, 'type': 'PROBABILITY'}}]",0.9399722,PROBABILITY
